year,month,state,rto,vehicle_class,fuel,value,unit,note
2014,January,Haryana,All Vahan Running Office,MAXI CAB,DIESEL,5,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,MAXI CAB,PETROL/CNG,1,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,MOPED,PETROL,231,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,MOTOR CAB,CNG ONLY,1,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,MOTOR CAB,DIESEL,321,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,MOTOR CAB,PETROL,4,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,MOTOR CAB,PETROL/CNG,8,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,MOTOR CAR,CNG ONLY,5,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,MOTOR CAR,DIESEL,8345,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),1,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,MOTOR CAR,NOT APPLICABLE,95,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,MOTOR CAR,PETROL,4469,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,MOTOR CAR,PETROL/CNG,1276,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,MOTOR CAR,PETROL/LPG,84,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,OMNI BUS,DIESEL,1,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,RECOVERY VEHICLE,DIESEL,1,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,75,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,THREE WHEELER (PASSENGER),CNG ONLY,183,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,584,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL/CNG,18,value in Absolute Number,
2014,January,Haryana,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,6,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,ADAPTED VEHICLE,PETROL,1,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,17,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,AMBULANCE,PETROL,1,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,BUS,DIESEL,33,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,19,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,15,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,PETROL,1,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,EXCAVATOR (NT),DIESEL,5,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,GOODS CARRIER,DIESEL,640,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,GOODS CARRIER,PETROL,2,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,DIESEL,1,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,4316,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,MAXI CAB,DIESEL,59,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,MAXI CAB,PETROL,1,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,MOPED,PETROL,39,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,MOTOR CAB,DIESEL,31,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,MOTOR CAB,PETROL,43,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,MOTOR CAR,DIESEL,882,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),1,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,MOTOR CAR,PETROL,2354,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,MOTOR CAR,PETROL/CNG,2,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,OMNI BUS,DIESEL,1,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,OMNI BUS,PETROL,1,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,OMNI BUS (PRIVATE USE),DIESEL,11,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,PRIVATE SERVICE VEHICLE,DIESEL,3,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,PRIVATE SERVICE VEHICLE,PETROL,1,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),DIESEL,8,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),PETROL,7,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,RECOVERY VEHICLE,DIESEL,2,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,9,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,12,value in Absolute Number,
2014,January,Himachal Pradesh,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,104,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,209,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,AMBULANCE,DIESEL,3,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,AMBULANCE,PETROL,3,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,BUS,DIESEL,43,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,1,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,GOODS CARRIER,DIESEL,395,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,GOODS CARRIER,ELECTRIC(BOV),1,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,GOODS CARRIER,PETROL,3,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,M-CYCLE/SCOOTER,DIESEL,2,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,3495,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,MAXI CAB,DIESEL,154,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,MAXI CAB,PETROL,5,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,MOPED,PETROL,135,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,MOTOR CAB,DIESEL,33,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,MOTOR CAB,PETROL,1,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,MOTOR CAR,DIESEL,715,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,MOTOR CAR,PETROL,2255,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,MOTOR CAR,PETROL/LPG,324,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,OMNI BUS,DIESEL,1,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,PRIVATE SERVICE VEHICLE,DIESEL,18,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,111,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,7,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,68,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,1,value in Absolute Number,
2014,January,Jammu and Kashmir,All Vahan Running Office,TRAILER FOR PERSONAL USE,DIESEL,1,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,20,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,AMBULANCE,DIESEL,1,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,AMBULANCE,PETROL,1,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,BUS,DIESEL,34,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),DIESEL,2,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,EXCAVATOR (COMMERCIAL),DIESEL,5,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,GOODS CARRIER,DIESEL,924,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,M-CYCLE/SCOOTER,DIESEL,5,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,19196,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,MAXI CAB,DIESEL,116,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,MAXI CAB,PETROL,2,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,MOPED,DIESEL,1,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,MOPED,NOT APPLICABLE,1,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,MOPED,PETROL,371,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,MOTOR CAB,DIESEL,199,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,MOTOR CAB,PETROL,21,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,MOTOR CAR,DIESEL,1332,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,MOTOR CAR,PETROL,1659,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,MOTOR CAR,PETROL/CNG,1,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,OMNI BUS (PRIVATE USE),PETROL,1,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,227,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,923,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,THREE WHEELER (PASSENGER),ELECTRIC(BOV),1,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,THREE WHEELER (PASSENGER),PETROL,20,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,TRACTOR (COMMERCIAL),DIESEL,599,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,TRACTOR-TROLLEY(COMMERCIAL),DIESEL,43,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,TRACTOR-TROLLEY(COMMERCIAL),NOT APPLICABLE,3,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,TRAILER (COMMERCIAL),DIESEL,406,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,TRAILER (COMMERCIAL),NOT APPLICABLE,12,value in Absolute Number,
2014,January,Jharkhand,All Vahan Running Office,VEHICLE FITTED WITH COMPRESSOR,DIESEL,3,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,ADAPTED VEHICLE,DIESEL,2,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,ADAPTED VEHICLE,PETROL,94,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,AGRICULTURAL TRACTOR,DIESEL,3511,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,AGRICULTURAL TRACTOR,NOT APPLICABLE,6,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,AGRICULTURAL TRACTOR,PETROL,11,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,AMBULANCE,DIESEL,46,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,AMBULANCE,PETROL,19,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,ARTICULATED VEHICLE,DIESEL,12,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,BUS,CNG ONLY,1,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,BUS,DIESEL,400,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,BUS,PETROL,6,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE,DIESEL,19,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,CONSTRUCTION EQUIPMENT VEHICLE (COMMERCIAL),DIESEL,1,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,CRANE MOUNTED VEHICLE,DIESEL,18,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,CRANE MOUNTED VEHICLE,PETROL,1,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,EARTH MOVING EQUIPMENT,DIESEL,73,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,EDUCATIONAL INSTITUTION BUS,DIESEL,41,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,EXCAVATOR (COMMERCIAL),DIESEL,91,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,EXCAVATOR (NT),DIESEL,17,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,FIRE FIGHTING VEHICLE,DIESEL,8,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,GOODS CARRIER,DIESEL,3890,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,GOODS CARRIER,LPG ONLY,1,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,GOODS CARRIER,NOT APPLICABLE,12,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,GOODS CARRIER,PETROL,20,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,GOODS CARRIER,SOLAR,1,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,HARVESTER,DIESEL,1,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,HARVESTER,NOT APPLICABLE,1,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,M-CYCLE/SCOOTER,DIESEL,38,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,M-CYCLE/SCOOTER,ELECTRIC(BOV),18,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,M-CYCLE/SCOOTER,NOT APPLICABLE,8,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,M-CYCLE/SCOOTER,PETROL,100676,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,M-CYCLE/SCOOTER,SOLAR,1,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,DIESEL,6,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,M-CYCLE/SCOOTER-WITH SIDE CAR,PETROL,3236,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,MAXI CAB,DIESEL,516,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,MAXI CAB,NOT APPLICABLE,1,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,MAXI CAB,PETROL,4,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,MAXI CAB,PETROL/LPG,1,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,MOBILE CLINIC,DIESEL,1,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,MOPED,ELECTRIC(BOV),6,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,MOPED,PETROL,3722,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,MOPED,SOLAR,1,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,MOTOR CAB,DIESEL,1777,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,MOTOR CAB,ELECTRIC(BOV),1,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,MOTOR CAB,PETROL,31,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,MOTOR CAB,PETROL/CNG,5,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,MOTOR CAB,PETROL/LPG,8,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,MOTOR CAR,DIESEL,10188,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,MOTOR CAR,ELECTRIC(BOV),19,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,MOTOR CAR,LPG ONLY,2,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,MOTOR CAR,NOT APPLICABLE,10,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,MOTOR CAR,PETROL,9629,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,MOTOR CAR,PETROL/CNG,12,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,MOTOR CAR,PETROL/LPG,306,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,MOTOR CYCLE/SCOOTER-USED FOR HIRE,PETROL,1,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,MOTORISED CYCLE (CC > 25CC),PETROL,8,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,OMNI BUS,DIESEL,42,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,OMNI BUS,PETROL,26,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,OMNI BUS,PETROL/LPG,3,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,OMNI BUS (PRIVATE USE),DIESEL,220,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,OMNI BUS (PRIVATE USE),PETROL,130,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,OMNI BUS (PRIVATE USE),PETROL/LPG,3,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,POWER TILLER,DIESEL,2,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,POWER TILLER (COMMERCIAL),DIESEL,90,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,POWER TILLER (COMMERCIAL),NOT APPLICABLE,2,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,PRIVATE SERVICE VEHICLE,DIESEL,32,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,PRIVATE SERVICE VEHICLE,PETROL,32,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,PRIVATE SERVICE VEHICLE,PETROL/LPG,1,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,PRIVATE SERVICE VEHICLE (INDIVIDUAL USE),PETROL,3,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,THREE WHEELER (GOODS),DIESEL,914,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,THREE WHEELER (GOODS),PETROL,2,value in Absolute Number,
2014,January,Karnataka,All Vahan Running Office,THREE WHEELER (PASSENGER),DIESEL,1193,value in Absolute Number,
